chr1	10000	10753	*	0.0283359165097191
chr1	65982	66847	*	0.0628692428470199
chr1	119052	119509	*	0.0219926222607053
chr1	120745	121356	*	0.0310372197963604
chr1	123002	123452	*	0.023030069003513
chr1	264649	266040	*	0.077343190416451
chr1	339615	340155	*	0.0299066275876248
chr1	343780	344736	*	0.0374576988178998
chr1	442569	442868	*	0.02470827300287
chr1	446367	447282	*	0.0489699869818646
chr1	470006	470836	*	0.0353393936721349
chr1	564463	570356	*	0.0884880150579955
chr1	624099	625137	*	0.045086572452225
chr1	645474	645962	*	0.0301082562075897
chr1	646925	647592	*	0.0237920771669966
chr1	724131	727105	*	0.152246331686372
chr1	816513	817083	*	0.0310462020091584
chr1	2583627	2587454	*	0.0510001214147812
chr1	2627004	2627849	*	0.0357502885390763
chr1	4159650	4160723	*	0.054925785763504
chr1	4334181	4334531	*	0.0292647171270682
chr1	4363077	4363415	*	0.0190822013373896
chr1	5135319	5136128	*	0.0582790463955383
chr1	5446902	5447708	*	0.0120438501260792
chr1	5559304	5559711	*	0.0214241940236539
chr1	6253392	6253714	*	0.0198558121994651
chr1	6788726	6789158	*	0.0332169624555926
chr1	6802386	6803029	*	0.0571376475449473
chr1	8921213	8923559	*	0.0744803094089819
chr1	9112841	9113843	*	0.0785747770845682
chr1	9175979	9176549	*	0.0228437610545422
chr1	9183058	9184055	*	0.0665588212087363
chr1	10247484	10248492	*	0.0620088744264808
chr1	14806875	14807479	*	0.0360360110726567
chr1	17176187	17176752	*	0.033576226232492
chr1	17734810	17737311	*	0.0352708542478188
chr1	19853559	19854331	*	0.061123175874526
chr1	21038868	21039670	*	0.0383836218692759
chr1	21506084	21506939	*	0.0397078787516944
chr1	23411572	23412021	*	0.0148456238340902
chr1	24029884	24030832	*	0.0554128943813861
chr1	24926067	24926786	*	0.0313726120829396
chr1	25226758	25229650	*	0.123042891586457
chr1	25328198	25329358	*	0.0631331812317771
chr1	26726070	26726704	*	0.0387070975804678
chr1	26794989	26796945	*	0.0462181085179473
chr1	26814730	26815423	*	0.0356467562094347
chr1	27813426	27814561	*	0.079303533017833
chr1	28118143	28119093	*	0.0551932726877406
chr1	28833003	28833944	*	0.0357098103416619
chr1	30196080	30196824	*	0.0355869151251811
chr1	30243125	30244876	*	0.0920522329603162
chr1	30246765	30247304	*	0.0369756010079439
chr1	31002721	31003186	*	0.032907864452936
chr1	31127942	31128672	*	0.0323931794808979
